Brand,Model,Selling_Price,KM_Driven
Maruti,Maruti Eeco 5 Seater AC BSIV,300000,25000
Maruti,Maruti Alto LX,80000,120000
Mahindra,Mahindra Scorpio S5 BSIV,1200000,11000
Renault,Renault KWID AMT,355000,40000
Maruti,Maruti Swift Dzire VDI,520000,50000
Hyundai,Hyundai Verna 1.6 CRDI,500000,26000
Maruti,Maruti Alto LXi,114999,30000
Toyota,Toyota Fortuner 4x2 Manual,1800000,50000
Mahindra,Mahindra TUV 300 T6 Plus,800000,20000
Maruti,Maruti Alto LXi BSIII,105000,30000
Maruti,Maruti Alto LXi,135000,78000
Maruti,Maruti Wagon R VXI BS IV,170000,40000
Hyundai,Hyundai Verna 1.6 SX VTVT,550000,100000
Honda,Honda City 1.5 V MT,250000,70000
Hyundai,Hyundai Elantra CRDi SX,650000,30000
Honda,Honda City 1.5 V AT Exclusive,210000,77000
Volkswagen,Volkswagen Vento Diesel Highline,260000,150000
Maruti,Maruti Swift Dzire ZDI,750000,69000
Toyota,Toyota Innova Crysta 2.8 GX AT BSIV,1350000,120000
Maruti,Maruti Ritz VDi,220000,120000
Hyundai,Hyundai Getz 1.3 GLS,110000,110000
Mahindra,Mahindra XUV500 AT W8 FWD,1230000,70000
Mahindra,Mahindra Quanto C6,220000,110000
Tata,Tata Indigo LX Dicor,130000,50000
Hyundai,Hyundai i20 1.2 Magna,330000,44000
Honda,Honda City 1.5 S MT,254999,90000
Hyundai,Hyundai Verna 1.6 SX VTVT (O),600000,50000
Hyundai,Hyundai i10 Magna,210000,50000
Chevrolet,Chevrolet Enjoy TCDi LT 7 Seater,300000,146000
Tata,Tata Tiago 1.2 Revotron XTA,426000,15000
Maruti,Maruti Alto K10 VXI,265000,60000
Hyundai,Hyundai Xcent 1.2 Kappa SX,450000,35000
Hyundai,Hyundai Verna 1.6 SX,480000,80000
Tata,Tata Nano Lx,40000,90000
Honda,Honda City 1.5 S MT,395000,70000
Maruti,Maruti Wagon R VXI BS IV,229999,62000
Ford,Ford Ecosport 1.5 Petrol Titanium Plus AT,875000,10000
Maruti,Maruti Eeco 5 STR With AC Plus HTR CNG,170000,80000
Hyundai,Hyundai i20 Sportz 1.2,500000,35000
Renault,Renault Duster 85PS Diesel RxL,450000,1000
Mercedes-Benz,Mercedes-Benz C-Class Progressive C 220d,3800000,10000
Audi,Audi A4 3.0 TDI Quattro,1580000,86000
BMW,BMW X5 xDrive 30d xLine,4950000,30000
Hyundai,Hyundai Creta 1.6 CRDi SX,535000,52600
Maruti,Maruti SX4 Vxi BSIV,225000,110000
Hyundai,Hyundai Grand i10 1.2 Kappa Magna AT,550000,19890
Maruti,Maruti Swift ZXI BSIV,670000,7104
Maruti,Maruti Ertiga VXI,625000,11918
Hyundai,Hyundai Grand i10 Magna AT,520000,10510
Chevrolet,Chevrolet Beat LT Option,239000,41000
Toyota,Toyota Fortuner 4x2 AT,2600000,47162
Maruti,Maruti S-Cross Zeta DDiS 200 SH,750000,45974
Hyundai,Hyundai i10 Magna,229999,49824
Audi,Audi A6 2.0 TDI Premium Plus,1300000,58500
Hyundai,Hyundai Santro GS,80000,56580
Skoda,Skoda Laura Ambiente 2.0 TDI CR MT,385000,52000
Hyundai,Hyundai Verna 1.6 VTVT SX,760000,55340
Maruti,Maruti Swift Dzire VDI,600000,46507
Maruti,Maruti Ignis 1.2 Sigma BSIV,450000,40000
Maruti,Maruti Ignis 1.2 Sigma BSIV,450000,40000
Maruti,Maruti Ertiga VDI,550000,120000
Tata,Tata Manza Aura Safire BS IV,200000,60000
Tata,Tata Indica GLS BS IV,80000,90000
Tata,Tata New Safari DICOR 2.2 EX 4x2,300000,250000
Ford,Ford Aspire Titanium Plus Diesel BSIV,675000,15000
Maruti,Maruti Eeco 7 Seater Standard BSIV,260000,30000
Hyundai,Hyundai Grand i10 1.2 Kappa Asta,500000,15000
Hyundai,Hyundai EON Sportz,150000,55766
Maruti,Maruti Alto LXi,100000,80000
Maruti,Maruti Wagon R LXI,70000,117000
Maruti,Maruti Alto LX,100000,70000
Toyota,Toyota Innova 2.5 VX (Diesel) 7 Seater,730000,110000
Nissan,Nissan Terrano XL 85 PS,525000,100000
Nissan,Nissan Terrano XL 85 PS,525000,105000
Toyota,Toyota Innova 2.5 V Diesel 7-seater,550000,182000
Toyota,Toyota Corolla Altis Diesel D4DJ,420000,95000
Honda,Honda Amaze SX i-VTEC,500000,70000
Maruti,Maruti Wagon R LXI Minor,165000,76000
Hyundai,Hyundai Verna 1.6 SX,650000,70000
Chevrolet,Chevrolet Beat Diesel LT,195000,46000
Maruti,Maruti Zen LX,75000,70000
Hyundai,Hyundai Accent CRDi,100000,120000
Toyota,Toyota Innova Crysta 2.4 VX MT BSIV,1770000,25000
Maruti,Maruti Esteem Lxi - BSIII,90000,90000
Hyundai,Hyundai Xcent 1.1 CRDi Base,515000,50000
Honda,Honda Jazz 1.5 VX i DTEC,700000,24585
Maruti,Maruti Zen LX,62000,70000
Toyota,Toyota Etios GD SP,220000,110000
Hyundai,Hyundai Santro Magna CNG BSIV,520000,10000
Fiat,Fiat Linea Emotion,170000,100000
Ford,Ford Figo Diesel Titanium,190000,110000
Ford,Ford Figo Diesel Titanium,150000,100000
Maruti,Maruti Zen Estilo LXI BS IV,125000,65000
Honda,Honda Amaze EX i-Dtech,290000,40000
Maruti,Maruti Celerio X ZXI BSIV,490000,13900
Tata,Tata Tigor 1.2 Revotron XZ Option,434999,17563
Tata,Tata Zest Revotron 1.2T XE,380000,15000
Volkswagen,Volkswagen Polo Diesel Trendline 1.2L,200000,82000
Ford,Ford Figo 1.5D Trend MT,495000,40000
Toyota,Toyota Innova 2.5 Z Diesel 7 Seater BS IV,894999,173000
Mahindra,Mahindra XUV500 W6 2WD,600000,151000
Honda,Honda Brio S MT,300000,50000
Honda,Honda Amaze E i-VTEC,430000,15000
Honda,Honda Amaze E i-DTEC,370000,80000
Maruti,Maruti Baleno Zeta 1.2,750000,11000
Maruti,Maruti Alto K10 LXI CNG Optional,300000,50000
BMW,BMW X1 sDrive20d,700000,120000
Maruti,Maruti Wagon R LXI DUO BSIII,100000,70000
Hyundai,Hyundai Grand i10 Sportz,300000,90000
Tata,Tata Indica Vista Quadrajet VX,130000,185000
Hyundai,Hyundai i20 Asta Option 1.4 CRDi,650000,40000
Maruti,Maruti Swift VDI BSIV,509999,25000
Toyota,Toyota Innova 2.5 VX (Diesel) 7 Seater,1000000,117780
Hyundai,Hyundai Verna CRDi SX,280000,120000
Maruti,Maruti Swift DDiS VDI,600000,120000
Skoda,Skoda Rapid 1.6 TDI Ambition,210000,120000
Audi,Audi Q3 2.0 TDI Quattro Premium Plus,1150000,110000
Hyundai,Hyundai EON Magna Plus,229999,30000
Hyundai,Hyundai EON Magna Plus,245000,30000
Mahindra,Mahindra Scorpio S4 4WD,600000,60000
Hyundai,Hyundai Grand i10 Sportz,375000,25000
Mahindra,Mahindra Scorpio 1.99 S10,150000,55000
Mahindra,Mahindra XUV500 W10 2WD,1450000,20000
Maruti,Maruti Ertiga VDI,500000,100000
Maruti,Maruti Alto LXi,75000,40000
Hyundai,Hyundai Sonata AT Leather,225000,80000
Hyundai,Hyundai Sonata 2.4L AT,275000,80000
Mahindra,Mahindra Bolero Power Plus SLX,620000,35000
Nissan,Nissan X-Trail SLX MT,600000,110000
Mahindra,Mahindra Xylo E8 ABS Airbag BSIV,275000,160000
Tata,Tata Indigo TDI,125000,125000
Tata,Tata Indigo GLS,80000,62000
Nissan,Nissan Micra Diesel XV,199000,120000
Nissan,Nissan Micra XL,440000,33000
Maruti,Maruti Swift Dzire LDI,250000,80000
Hyundai,Hyundai i20 1.4 Sportz,700000,35000
Hyundai,Hyundai Grand i10 CRDi Asta Option,450000,50000
Maruti,Maruti Alto 800 Std Optional,240000,5000
Hyundai,Hyundai Xcent 1.2 Kappa SX,350000,12000
Ford,Ford EcoSport 1.5 TDCi Titanium BSIV,650000,81595
Hyundai,Hyundai Getz GLS ABS,71000,22000
Maruti,Maruti Swift VXI Optional,400000,40000
Maruti,Maruti Alto LXi BSIII,130000,40000
Mahindra,Mahindra Scorpio 2.6 CRDe SLE,300000,70000
Nissan,Nissan Kicks XL D BSIV,1100000,4000
BMW,BMW 3 Series 320d Luxury Line,2200000,24000
Honda,Honda Amaze VX i-VTEC,800000,13500
Maruti,Maruti Ritz VDI (ABS) BS IV,490000,40000
Honda,Honda Jazz 1.2 VX i VTEC,836000,9700
Volkswagen,Volkswagen Polo Petrol Comfortline 1.2L,375000,62000
Honda,Honda BR-V i-DTEC VX MT,1249000,24000
Honda,Honda WR-V i-DTEC VX,1240000,13000
Tata,Tata Nano Std BSII,35000,50000
Honda,Honda BR-V i-VTEC VX MT,1068000,36000
Honda,Honda BR-V i-DTEC VX MT,1189000,40000
Hyundai,Hyundai Elite i20 Petrol Asta Option,700000,27000
Maruti,Maruti Alto K10 VXI,350000,40000
Hyundai,Hyundai i10 Magna 1.2,254999,80000
Mahindra,Mahindra Scorpio 2.6 CRDe,229999,221000
Hyundai,Hyundai i20 Asta Option 1.4 CRDi,750000,80000
Maruti,Maruti Ritz VDi,325000,119000
Toyota,Toyota Innova 2.5 G4 Diesel 7-seater,760000,190000
Maruti,Maruti Celerio ZXI AT,509999,25000
Nissan,Nissan Micra XL,363000,28740
Maruti,Maruti Alto K10 LXI,229999,48500
Nissan,Nissan Sunny XL,290000,110000
Maruti,Maruti Swift VXI,550000,30000
Tata,Tata Indica Vista TDI LX,125000,120000
Volvo,Volvo XC60 D5 Inscription,2000000,130000
Toyota,Toyota Innova 2.5 G4 Diesel 7-seater,350000,140000
Hyundai,Hyundai Verna 1.6 SX CRDi (O),390000,90000
Maruti,Maruti Wagon R VXI Minor ABS,260000,50000
Maruti,Maruti Omni BSIII 8-STR W/ IMMOBILISER,150000,50000
Maruti,Maruti Esteem Vxi - BSIII,85000,60000
Maruti,Maruti Alto 800 LXI,280000,15000
Maruti,Maruti Celerio VXI,220000,45000
Hyundai,Hyundai Santro Xing XG,140000,80000
Maruti,Maruti Wagon R AMT VXI Option,370000,15000
Maruti,Maruti Swift Dzire VDI,650000,20000
Maruti,Maruti Alto 800 LX,280000,37000
Maruti,Maruti Swift Dzire VDI,540000,80000
Ambassador,Ambassador Classic 2000 Dsz,50000,120000
Maruti,Maruti Ciaz Sigma BSIV,800000,20000
Ford,Ford Figo 1.5D Titanium MT,515000,25000
Hyundai,Hyundai i20 1.2 Magna,220000,96000
Hyundai,Hyundai i20 Asta (o),525000,54000
Chevrolet,Chevrolet Spark 1.0 LT Option Pack w/ Airbag,165000,53000
Fiat,Fiat Linea 1.3 Emotion,221000,65000
Chevrolet,Chevrolet Beat LT,245000,43000
Ford,Ford Figo 1.2P Titanium Plus MT,260000,42000
Skoda,Skoda Superb Elegance 2.0 TDI CR AT,550000,73000
Hyundai,Hyundai Grand i10 1.2 Kappa Era,434999,29000
Tata,Tata Safari Storme EX,450000,95000
Chevrolet,Chevrolet Sail 1.2 Base,290000,25000
Volkswagen,Volkswagen Vento 1.0 TSI Highline Plus,305000,53000
Ford,Ford Classic 1.6 Duratec LXI,265000,20000
Honda,Honda Brio 1.2 S MT,325000,57000
Chevrolet,Chevrolet Cruze LTZ,550000,52000
Maruti,Maruti Zen Estilo LXI BSIII,105000,40000
Honda,Honda Brio 1.2 S MT,275000,47000
Honda,Honda City 1.5 V MT,434999,47000
Hyundai,Hyundai Verna 1.6 CRDi SX,690000,73000
Honda,Honda Brio V MT,249000,42000
Hyundai,Hyundai EON D Lite Plus,204999,60000
Chevrolet,Chevrolet Beat Diesel LT,200000,50000
Maruti,Maruti Wagon R VXI Optional,190000,120000
Maruti,Maruti Alto LXi,150000,50000
Maruti,Maruti Zen LX,70000,70000
Mahindra,Mahindra Bolero Power Plus SLX,900000,25000
Maruti,Maruti Ertiga ZXI AT Petrol,950000,11000
Maruti,Maruti Swift Dzire VXI,475000,80000
Maruti,Maruti 800 Std,55000,80000
Ford,Ford Fiesta Titanium 1.5 TDCi,450000,75000
BMW,BMW 5 Series 525d Sedan,1200000,45000
Mahindra,Mahindra Bolero SLX,300000,100000
Honda,Honda City i DTEC E,350000,60000
Tata,Tata Indica Vista Quadrajet LS,229999,160000
Hyundai,Hyundai Creta 1.6 Gamma SX Plus,821000,50000
Maruti,Maruti Alto K10 VXI,200000,80000
Mahindra,Mahindra Scorpio 1.99 S10,1000000,60000
Maruti,Maruti Alto 800 VXI,220000,60000
Ford,Ford Figo Aspire 1.5 TDCi Trend,459999,148620
Maruti,Maruti SX4 ZDI,310000,70000
Hyundai,Hyundai Elite i20 Diesel Asta Option,815000,42000
Hyundai,Hyundai Verna 1.6 CRDI SX Option,1200000,40000
Chevrolet,Chevrolet Optra Magnum 2.0 LT,170000,150000
Maruti,Maruti S-Cross Alpha DDiS 200 SH,1000000,30000
Hyundai,Hyundai Santro Xing GLS,155000,90000
Mahindra,Mahindra TUV 300 T6 Plus,400000,120000
Mahindra,Mahindra Quanto C4,400000,80000
Tata,Tata Indica Vista Aura 1.3 Quadrajet BSIV,250000,80000
Tata,Tata Indigo GLX,150000,50000
Hyundai,Hyundai Santro LP zipPlus,80000,70000
Maruti,Maruti SX4 ZXI AT,130000,120000
Volkswagen,Volkswagen Vento 1.5 TDI Comfortline AT,325000,70000
Volkswagen,Volkswagen Jetta 2.0L TDI Highline AT,735000,55300
Tata,Tata Indica Vista Quadrajet 90 VX,285000,74300
Honda,Honda City VX MT,350000,48781
Volkswagen,Volkswagen Jetta 1.9 Highline TDI,290000,87620
Volkswagen,Volkswagen Vento 1.5 TDI Highline Plus AT,890000,40219
Honda,Honda Jazz VX,385000,11473
Maruti,Maruti Eeco 5 Seater AC BSIV,425000,8352
Maruti,Maruti Wagon R VXI AMT1.2BSIV,525000,9745
Hyundai,Hyundai Grand i10 Asta,550000,9748
Volkswagen,Volkswagen Polo 1.0 MPI Trendline,271000,49000
Hyundai,Hyundai Creta 1.6 CRDi SX Option,1490000,20694
Hyundai,Hyundai Grand i10 Asta Option,490000,31080
Hyundai,Hyundai EON Era Plus,260000,37605
Hyundai,Hyundai Xcent 1.1 CRDi SX Option,455000,55850
Tata,Tata Nano Lx BSIV,75000,58850
Toyota,Toyota Etios Cross 1.2L G,421000,23839
Maruti,Maruti Swift DDiS LDI,550000,54000
Hyundai,Hyundai i10 Sportz 1.2 AT,330000,38000
Volkswagen,Volkswagen Vento 1.5 TDI Comfortline,390000,45454
Skoda,Skoda Rapid 1.5 TDI AT Ambition,599000,46957
Hyundai,Hyundai Elite i20 Sportz Plus CVT BSIV,738000,8000
Maruti,Maruti Alto K10 VXI,300000,30000
Tata,Tata Indica Vista Quadrajet LX,150000,110000
Toyota,Toyota Innova 2.5 G4 Diesel 7-seater,440000,223000
Volkswagen,Volkswagen Vento IPL II Diesel Trendline,280000,110000
Hyundai,Hyundai Santro GS,100000,120000
Maruti,Maruti Swift VXi BSIV,150000,100000
Maruti,Maruti Swift Dzire VDI,380000,100000
Maruti,Maruti Alto LX,90000,60000
Mahindra,Mahindra Scorpio VLS 2.2 mHawk,300000,270000
Skoda,Skoda Fabia 1.2 TDI Active,275000,60000
Maruti,Maruti Zen Estilo Sports,180000,41090
Maruti,Maruti Swift VDI,225000,296823
Maruti,Maruti Alto 800 LXI,200000,40000
Toyota,Toyota Corolla Altis G,500000,40000
Ford,Ford Fiesta 1.6 Duratec S,300000,70000
Hyundai,Hyundai Verna 1.6 CRDi SX,765000,80000
Maruti,Maruti Swift Dzire VDI,650000,90000
Maruti,Maruti Wagon R VXI Plus Optional,380000,19000
Maruti,Maruti Swift Dzire VDI,480000,110000
Mahindra,Mahindra Jeep MM 540,200000,60000
Maruti,Maruti Wagon R VXI Plus Optional,380000,19000
Maruti,Maruti Zen Estilo LXI Green (CNG),145000,68000
Maruti,Maruti Ritz VDi,280000,120000
Maruti,Maruti Swift Dzire VDI,254999,30000
Tata,Tata Bolt Revotron XE,300000,90000
Maruti,Maruti Swift VDI BSIV,480000,140000
Skoda,Skoda Rapid Monte Carlo 1.6 MPI AT BSIV,850000,44500
Hyundai,Hyundai i20 Asta 1.4 CRDi,350000,52000
Hyundai,Hyundai i20 Active 1.2 SX,650000,26000
Hyundai,Hyundai i20 Active 1.2 SX,650000,26000
Tata,Tata New Safari 4X2,550000,80000
Maruti,Maruti Celerio VXI,300000,35000
Maruti,Maruti Swift 1.3 VXi,150000,60000
Hyundai,Hyundai Grand i10 Sportz,300000,120000
Hyundai,Hyundai Santro Xing XG,80000,58000
Tata,Tata Manza Club Class Quadrajet90 LS,200000,100000
Hyundai,Hyundai EON Magna Plus,220000,43700
Tata,Tata Indica GLS BS IV,68000,120000
Tata,Tata Manza ELAN Quadrajet BS IV,180000,80000
Hyundai,Hyundai EON Era Plus,290000,20000
Maruti,Maruti Eeco 5 Seater AC BSIV,300000,25000
Honda,Honda City i DTec SV,600000,27483
Maruti,Maruti Swift LXI,470000,8000
Hyundai,Hyundai i10 Sportz 1.2,150000,30000
Maruti,Maruti Swift VVT VXI,400000,30000
Ford,Ford Fiesta 1.4 ZXi TDCi ABS,110000,100000
Maruti,Maruti Alto 800 LXI,180000,56207
Hyundai,Hyundai i20 Sportz Petrol,250000,40000
Maruti,Maruti Zen LXI,80000,70000
Honda,Honda WR-V i-VTEC VX,875000,1440
Hyundai,Hyundai Grand i10 Sportz,425000,12000
Maruti,Maruti Alto 800 LXI,300000,50000
Honda,Honda Amaze VX i-DTEC,700000,35000
Maruti,Maruti Zen Estilo VXI BSIV,130000,50000
Maruti,Maruti Ertiga SHVS ZDI Plus,1000000,60000
Maruti,Maruti Swift Dzire ZDI,650000,67000
Renault,Renault Duster Petrol RxL,400000,100000
Mahindra,Mahindra TUV 300 mHAWK100 T8,800000,60000
Mahindra,Mahindra Bolero Power Plus SLX,675000,70000
Maruti,Maruti Omni E MPI STD BS IV,210000,50000
Tata,Tata New Safari DICOR 2.2 EX 4x2,150000,120000
Maruti,Maruti Omni CNG,45000,100000
Hyundai,Hyundai i20 Sportz 1.2,516000,90000
Hyundai,Hyundai i20 Sportz 1.2,450000,80000
Chevrolet,Chevrolet Spark 1.0 LS,134000,90000
Toyota,Toyota Etios VD,509999,157000
Volkswagen,Volkswagen Polo 1.2 MPI Comfortline,500000,20000
Maruti,Maruti Zen Estilo 1.1 LXI BSIII,130000,80000
Maruti,Maruti Swift ZDi BSIV,575000,60000
Hyundai,Hyundai Elite i20 Sportz Plus BSIV,550000,49000
Tata,Tata Indica Vista Terra TDI BSIII,145000,89255
Maruti,Maruti Alto 800 LXI,347000,5000
Tata,Tata Indica Vista Quadrajet VX,275000,110000
Toyota,Toyota Innova 2.5 V Diesel 8-seater,630000,200000
Chevrolet,Chevrolet Beat Diesel,160000,90000
Fiat,Fiat Grande Punto 1.3 Dynamic (Diesel),150000,63000
Honda,Honda Mobilio S i VTEC,550000,23000
Mahindra,Mahindra Quanto C6,349000,100000
Mahindra,Mahindra Bolero DI DX 8 Seater,229999,168000
Tata,Tata Indica Vista Aqua 1.4 TDI,110000,90000
Maruti,Maruti Wagon R LXI Minor,110000,70000
Renault,Renault KWID RXE,245000,5550
Maruti,Maruti Alto K10 VXI,180000,100000
Maruti,Maruti Wagon R VXI BS IV,290000,80000
Hyundai,Hyundai i20 Magna,250000,40000
Tata,Tata Indigo TDI,150000,100000
Maruti,Maruti 800 AC BSII,55000,35000
Skoda,Skoda Laura L n K 1.9 PD,500000,75000
Mahindra,Mahindra Quanto C4,290000,150000
Hyundai,Hyundai Santro Magna AMT BSIV,400000,16000
Maruti,Maruti Alto STD,72000,70000
Maruti,Maruti Ritz VDi,250000,115000
Maruti,Maruti Swift AMT VXI,575000,25000
Kia,Kia Seltos HTK Plus AT D,1300000,10000
Hyundai,Hyundai Santro Magna BSIV,425000,15000
Maruti,Maruti Eeco CNG 5 Seater AC BSIV,470000,10000
Toyota,Toyota Etios VX,220000,80000
Maruti,Maruti Alto 800 LXI,310000,1700
Ford,Ford Figo 1.5D Trend MT,400000,45217
Volkswagen,Volkswagen Vento Diesel Comfortline,215000,97000
Hyundai,Hyundai EON Magna Plus,310000,20000
Maruti,Maruti Ciaz ZDi Plus SHVS,750000,50000
Tata,Tata New Safari DICOR 2.2 EX 4x2,204999,120000
Maruti,Maruti Swift 1.3 VXi,260000,50000
Maruti,Maruti Alto LXi,180000,40000
Mahindra,Mahindra Renault Logan 1.5 DLE Diesel,125000,110000
Maruti,Maruti Swift VDI BSIV,420000,155000
Maruti,Maruti Alto K10 LXI,220000,70000
Maruti,Maruti Alto K10 2010-2014 VXI,200000,70000
Ford,Ford Ikon 1.4 TDCi DuraTorq,130000,100000
Tata,Tata Tiago XT,335000,41000
Ford,Ford Endeavour Titanium Plus 4X4,2650000,60000
Ford,Ford Endeavour 3.2 Titanium AT 4X4,2675000,56000
Ford,Ford Endeavour Titanium Plus 4X4,2675000,60000
Honda,Honda City V AT,434999,97000
Honda,Honda City i VTEC S,500000,60000
Maruti,Maruti Alto K10 VXI Airbag,290000,60000
Ford,Ford Ecosport 1.5 Ti VCT AT Titanium,475000,48000
Maruti,Maruti Swift Dzire VDi,270000,190000
Hyundai,Hyundai Xcent 1.2 VTVT S,600000,80000
Hyundai,Hyundai i20 Asta 1.4 CRDi,300000,70000
Volkswagen,Volkswagen Jetta 2.0L TDI Comfortline,415000,80000
Maruti,Maruti Vitara Brezza ZDi Plus AMT,800000,30000
Hyundai,Hyundai Grand i10 Sportz,420000,44440
Hyundai,Hyundai Creta 1.6 CRDi SX Plus,1250000,30000
Maruti,Maruti Swift VDI BSIV,270000,120000
Hyundai,Hyundai Grand i10 CRDi Sportz,390000,80000
Skoda,Skoda Laura Ambiente 2.0 TDI CR MT,400000,110000
Ford,Ford Fiesta 1.4 ZXi Leather,100000,170000
Audi,Audi A6 2.7 TDI,850000,46000
Chevrolet,Chevrolet Cruze LTZ AT,359000,120000
Maruti,Maruti Swift Dzire ZDI,470000,91365
Maruti,Maruti Swift Dzire VDI,360000,90010
Maruti,Maruti Ertiga VDI,250999,80000
Tata,Tata Nano Lx BSIV,45000,35000
Maruti,Maruti Wagon R VXI BSII,75000,80000
Maruti,Maruti Swift Dzire VDI,495000,31800
Maruti,Maruti Wagon R CNG LXI,310000,59100
Honda,Honda Jazz 1.2 V i VTEC,540000,31200
Maruti,Maruti Ciaz VDi Plus SHVS,665000,51000
Hyundai,Hyundai i20 Magna 1.4 CRDi (Diesel),425000,22700
Audi,Audi A4 2.0 TDI,1295000,58000
Maruti,Maruti Ciaz VDI SHVS,675000,50900
Maruti,Maruti Vitara Brezza ZDi Plus Dual Tone,980000,10000
Chevrolet,Chevrolet Beat Diesel LS,320000,60000
Maruti,Maruti Ritz VXI,250000,80000
Maruti,Maruti Baleno Zeta 1.3,600000,72000
Hyundai,Hyundai Xcent 1.2 Kappa S,300000,96000
Chevrolet,Chevrolet Beat Diesel LS,305000,66000
Tata,Tata New Safari DICOR 2.2 GX 4x2 BS IV,270000,80000
Renault,Renault Fluence 1.5,300000,90000
Maruti,Maruti Wagon R LXI Minor,106000,70000
Hyundai,Hyundai Accent GLS 1.6 ABS,90000,75000
Tata,Tata Tiago 1.2 Revotron XZ,539000,2417
Ford,Ford Fiesta 1.4 ZXi TDCi ABS,110000,100000
Hyundai,Hyundai EON Era Plus Option,250000,30000
Hyundai,Hyundai i20 Asta (o),300000,50000
Mahindra,Mahindra Scorpio BSIV,707000,60000
Hyundai,Hyundai Getz GLS,95000,120000
Maruti,Maruti Eeco CNG 5 Seater AC BSIV,495000,7000
Tata,Tata Indigo TDI,200000,35000
Maruti,Maruti A-Star Vxi,110000,110000
Maruti,Maruti Alto LXi,100000,130000
Maruti,Maruti Alto 800 LX,150000,25000
Toyota,Toyota Etios 1.5 V,509999,35000
Ford,Ford Ikon 1.3 Flair,50000,80000
Chevrolet,Chevrolet Aveo 1.4,85000,70000
Hyundai,Hyundai Grand i10 1.2 Kappa Magna BSIV,475000,23000
Volkswagen,Volkswagen Polo 1.2 MPI Highline,425000,40000
BMW,BMW 5 Series 530i,480000,110000
Maruti,Maruti S-Cross Delta DDiS 200 SH,950000,10000
Maruti,Maruti Swift Dzire VDI,535000,80000
Hyundai,Hyundai Verna CRDi SX ABS,325000,25000
Maruti,Maruti Wagon R Stingray VXI,270000,74000
Maruti,Maruti Celerio VXI,300000,60000
Volkswagen,Volkswagen Vento Diesel Trendline,325000,70000
Tata,Tata New Safari DICOR 2.2 EX 4x2,350000,100000
Hyundai,Hyundai Verna CRDi SX,229999,146000
Maruti,Maruti Swift Dzire LDi,325000,120000
Maruti,Maruti Wagon R LXI,70000,70000
Skoda,Skoda Laura Ambiente,190000,120000
Chevrolet,Chevrolet Cruze LTZ,345000,65500
Mahindra,Mahindra Scorpio 1.99 S10,1025000,70000
Maruti,Maruti Alto 800 LXI,120000,50000
Maruti,Maruti Alto LXi BSIII,114999,90000
Honda,Honda City 1.5 S MT,300000,120000
Maruti,Maruti Celerio VXI,340000,56000
Maruti,Maruti Wagon R LXI,90000,70000
Maruti,Maruti Alto LX,150000,140300
Maruti,Maruti Alto K10 2010-2014 VXI,115999,70000
Toyota,Toyota Etios Liva 1.4 VD,425000,36000
Honda,Honda Amaze VX O iDTEC,550000,12997
Maruti,Maruti Ciaz 1.4 AT Zeta,500000,40000
Mahindra,Mahindra Quanto C8,300000,25000
Hyundai,Hyundai Verna CRDi 1.6 SX Option,1150000,26430
Maruti,Maruti Swift 1.3 VXI ABS,475000,24600
Maruti,Maruti Wagon R LXI,260000,28481
Ford,Ford Ecosport 1.0 Ecoboost Titanium Optional,350000,100000
Mahindra,Mahindra XUV500 W8 2WD,750000,41988
Renault,Renault KWID Climber 1.0 AMT BSIV,350000,7658
Maruti,Maruti Wagon R LXI,180000,30375
Maruti,Maruti Swift Dzire VDI,611000,34400
Renault,Renault KWID RXL BSIV,325000,18500
Hyundai,Hyundai EON 1.0 Era Plus,225000,48000
Maruti,Maruti Wagon R AMT VXI,300000,28942
Mahindra,Mahindra Bolero Power Plus SLX,400000,50000
Mahindra,Mahindra XUV500 W8 2WD,711000,53600
Toyota,Toyota Innova 2.5 G (Diesel) 8 Seater,851000,53652
Maruti,Maruti Wagon R VXI,375000,23000
Maruti,Maruti Zen Estilo LXI BSIII,275000,10211
Mahindra,Mahindra Scorpio 2.6 SLX Turbo 7 Seater,120000,120000
Maruti,Maruti Celerio ZDi,350000,120000
Maruti,Maruti Celerio ZXI,409999,35000
Hyundai,Hyundai Verna 1.6 SX,500000,130000
Nissan,Nissan Sunny Diesel XL,220000,90000
Ford,Ford Fiesta 1.6 Duratec EXI Ltd,120000,80000
Hyundai,Hyundai Santro Xing XK,70000,55000
Maruti,Maruti Swift Dzire ZXI Plus,800000,15000
Maruti,Maruti Swift Dzire VDI,450000,260000
Mahindra,Mahindra Scorpio SLE BSIV,525000,145000
Datsun,Datsun GO Plus Remix Limited Edition,300000,35000
Hyundai,Hyundai i10 Magna,195000,56000
Ford,Ford Fiesta Classic 1.4 SXI Duratorq,130000,98000
Toyota,Toyota Etios VD,300000,135000
Maruti,Maruti Alto VXi,120000,60000
Toyota,Toyota Innova 2.5 G3,450000,120000
Tata,Tata Indigo LS,160000,102000
Mahindra,Mahindra Bolero Power Plus Plus AC BSIV PS,800000,35000
Maruti,Maruti 800 AC,100000,80000
Volkswagen,Volkswagen Polo GTI,825000,13599
Maruti,Maruti Alto 800 LXI,265000,32933
Maruti,Maruti Wagon R LXI,175000,54551
Maruti,Maruti Omni 8 Seater BSIV,250999,57112
Hyundai,Hyundai Xcent 1.2 VTVT S AT,471000,41025
Maruti,Maruti Swift Dzire LDI,650000,5000
Maruti,Maruti Swift Dzire LDI,650000,5000
